Code	NCIt Preferred Name	Synonyms
C88266	CD19CAR-CD3zeta-expressing Autologous T lymphocytes	Autologous CART-19:TCR Cells|CD19CAR-CD3zeta-expressing Autologous T lymphocytes
C88267	VEGFR Inhibitor KRN951	"KRN951|N-{2-Chloro-4-[(6,7-dimethoxy-4-quinolyl)oxy]phenyl}-N'-(5-methyl-3-isoxazolyl) Urea Hydrochloride Monohydrate|VEGFR Inhibitor KRN951"
C88268	Agaricus blazei Murill Extract	Agaricus blazei Murill Extract
C88270	Omipalisib	"Benzenesulfonamide, 2,4-Difluoro-N-(2-methoxy-5-(4-(4-pyridazinyl)-6-quinolinyl)-3-pyridinyl)-|GSK2126458|OMIPALISIB|Omipalisib|Omipalisib"
C88271	PDK1 Inhibitor AR-12	AR-12|AR-12|PDK1 Inhibitor AR-12
C88272	FGFR Inhibitor AZD4547	AZD4547|FGFR Inhibitor AZD4547|FGFR Inhibitor AZD4547
C88274	Smac Mimetic GDC-0152	GDC-0152|IAP Antagonist GDC-0152|Smac Mimetic GDC-0152|Smac Mimetic GDC-0152
C88275	THL-P	THL-P
C88277	Lutetium Lu 177-Edotreotide	EDOTREOTIDE LUTETIUM LU-177|Lutetium Lu 177 DOTA-Tyr3-octreotide|Lutetium Lu 177-Edotreotide|Lutetium Lu 177-Edotreotide|[177LuDOTA]-TOC
C88278	Multikinase Inhibitor SAR103168	Multikinase Inhibitor SAR103168|Multikinase Inhibitor SAR103168|SAR103168
C88279	MVA-FCU1 TG4023	MVA-FCU1 TG4023|Modified Ankara Virus-Mediated Suicide Gene Delivery Vector TG4023|TG4023
C88280	Irinotecan/P-glycoprotein Inhibitor HM30181AK Combination Tablet	Irinotecan/P-glycoprotein Inhibitor HM30181AK Combination Tablet|Oratecan
C88281	Necitumumab	"Anti-Epidermal Growth Factor Receptor Monoclonal Antibody IMC-11F8|IMC-11F8|Immunoglobulin G1, Anti-(Human Epidermal Growth Factor Receptor (Receptor Tyrosine-Protein Kinase ErbB-1, EC 2.7.10.1)); Human Monoclonal IMC-11F8 Gamma1 Heavy Chain (224-214')-Disulfide with Human Monoclonal IMC-11F8 Kappa Light Chain, Dimer (230- 230'':233-233'')-Bisdisulfide|NECITUMUMAB|Necitumumab|Necitumumab|Portrazza"
C88283	Anti-CD19 Monoclonal Antibody MEDI-551	Anti-CD19 Monoclonal Antibody MEDI-551|Anti-CD19 Monoclonal Antibody MEDI-551|MEDI-551
C88286	Pegylated Recombinant Human Arginase I BCT-100	BCT-100|Pegylated Recombinant Human Arginase I BCT-100|rhArgIpeg5000
C88287	Anti-CD45 BC8 Monoclonal Antibody-Streptavidin Conjugate	Anti-CD45 BC8 Antibody-Streptavidin Fusion Protein|Anti-CD45 BC8 Monoclonal Antibody-Streptavidin Conjugate|BC8 scFv4SA Fusion Protein
C88289	pNGVL4a-CRT/E7(detox) DNA Vaccine	pNGVL4a-CRT/E7(detox) DNA Vaccine|pNGVL4a-CRT/E7(detox) DNA Vaccine
C88290	Short Chain Fatty Acid HQK-1004	HQK-1004|SCFA HQK-1004|Short Chain Fatty Acid HQK-1004|Short Chain Fatty Acid HQK-1004
C88293	Fedratinib	"Benzenesulfonamide, N-(1,1-dimethylethyl)-3-((5-methyl-2-((4-(2-(1-pyrrolidinyl)ethoxy)phenyl)amino)-4-pyrimidinyl)amino)-|FEDRATINIB|Fedratinib|Fedratinib|SAR302503|TG101348"
C88295	Birinapant	"BIRINAPANT|Birinapant|Birinapant|Propanamide, N,N'-[(6,6'-difluoro[2,2'-bi-1H-indole]-3,3'-diyl)bis[methylene[(2R,4S)-4-hydroxy-2,1-pyrrolidinediyl][(1S)-1-ethyl-2-oxo-2,1-ethanediyl]]]bis[2-(methylamino)-,(2S,2'S)-|TL32711"
C88296	Dalantercept	ACE-041|ALK1-Fc Fusion Protein ACE-041|Activin Receptor-like Kinase 1 Inhibitor ACE-041|DALANTERCEPT|Dalantercept|Dalantercept
C88300	Tomato-Soy Juice	Tomato-Soy Juice
C88301	Ang2/VEGF-Binding Peptides-Antibody Fusion Protein CVX-241	Ang2/VEGF-Binding Peptides-Antibody Fusion Protein CVX-241|Ang2/VEGF-Binding Peptides-Antibody Fusion Protein CVX-241|CVX-241|PF-05057459
C88302	Infigratinib	"3-(2,6-Dichloro-3,5-dimethoxyphenyl)-1-(6-((4-(4-ethylpiperazin-1-yl)phenyl)amino)pyrimidin-4-yl)-1-methylurea|BGJ-398|BGJ398|INFIGRATINIB|Infigratinib|Infigratinib"
C88303	Pexidartinib	"3-Pyridinemethanamine, N-(5-((5-chloro-1H-pyrrolo(2,3-b)pyridin-3-yl)methyl)-2-pyridinyl)-6-(trifluoromethyl)-|PEXIDARTINIB|PLX3397|Pexidartinib|Pexidartinib"
C88304	Tasisulam Sodium	"Benzamide, N-[(5-Bromo-2-thienyl)sulfonyl]-2,4-dichloro-, Sodium Salt|LY-573636.Na|LY573636-Sodium|TASISULAM SODIUM|Tasisulam Sodium|Tasisulam Sodium"
C88307	Anti-EGFRvIII Immunotoxin MR1-1	Anti-EGFRvIII Immunotoxin MR1-1|Anti-EGFRvIII Immunotoxin MR1-1|MR1-1|MR1-1KDEL|MR1scFvPE38KDEL
C88308	Plozalizumab	"Immunoglobulin G1, Anti-(Human CC Chemokine Receptor CCR2) (Human-mus musculus Monoclonal 1d9 Heavy Chain), Disulfide with Human-mus musculus Monoclonal 1d9 kappa-chain, Dimer|MLN1202|MLN1202|PLOZALIZUMAB|Plozalizumab|Plozalizumab|anti-CCR2 monoclonal antibody MLN1202"
C88309	CXCR4 Antagonist BL-8040	BKT140|BL-8040|CXCR4 Antagonist BL-8040|CXCR4 Antagonist BL-8040
C88311	Momelotinib	CYT387|GS-0387|MOMELOTINIB|Momelotinib|Momelotinib|N-(Cyanomethyl)-4-(2-((4-(morpholin-4-yl)phenyl)amino)pyrimidin-4-yl)benzamide
C88312	Milciclib Maleate	"1H-Pyrazolo(4,3-H)quinazoline-3-carboxamide, 4,5-dihydro-N,1,4,4-tetramethyl-8-((4-(4-methyl-1-piperazinyl)phenyl)amino)-, (2Z)-2-Butenedioate (1:1)|MILCICLIB MALEATE|Milciclib Maleate|N,1,4,4-Tetramethyl-8-[[4-(4-methylpiperazin-1-yl)phenyl]amino]-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxamide|PHA-848125 AC"
C88313	Polo-like Kinase 1 Inhibitor NMS-1286937	NMS-1286937|Polo-like Kinase 1 Inhibitor NMS-1286937
C88314	Tepotinib	"Benzonitrile, 3-(1,6-Dihydro-1-((3-(5-((1-methyl-4-piperidinyl)methoxy)-2-pyrimidinyl)phenyl)methyl)-6-oxo-3-pyridazinyl)-|EMD 1214063|EMD-1214063|EMD1214063|TEPOTINIB|Tepotinib|Tepotinib"
C88315	Vorsetzumab Mafodotin	Anti-CD70 MoAb SGN70-MMAF Conjugate|SGN 75|SGN-75|VORSETUZUMAB MAFODOTIN|Vorsetzumab Mafodotin|Vorsetzumab Mafodotin
C88316	CDC7 Kinase Inhibitor NMS-1116354	CDC7 Kinase Inhibitor NMS-1116354|CDC7 Kinase Inhibitor NMS-1116354|NMS-1116354
C88317	HER2Bi-Armed Activated T Cells	Anti-CD3 x Anti-Her2/neu Bispecific Antibody-Armed Activated T Cells|HER2Bi-Armed ATCs|HER2Bi-Armed Activated T Cells|HER2Bi-Armed Activated T Cells
C88318	Canerpaturev	Canerpaturev|Canerpaturev|HF10|HSV1 HF10|Herpes Simplex Virus Type 1 HF10|Msc 2|TBI-1401
C88321	Fumagillin-Derived Polymer Conjugate XMT-1107	Fumagillin-Derived Polymer Conjugate XMT-1107|Fumagillin-Derived Polymer Conjugate XMT-1107|XMT-1107
C88322	Docetaxel Formulation CKD-810	CKD-810|Docetaxel Formulation CKD-810
C88323	Burixafor	"BURIXAFOR|Burixafor|Phosphonic Acid, p-(2-(4-(6-Amino-2-(((trans-4-(((3-(cyclohexylamino)propyl)amino)methyl)cyclohexyl)methyl)amino)-4-pyrimidinyl)-1-piperazinyl)ethyl)-|TG-0054"
C88324	Factor VIIa Inhibitor PCI-27483	Factor VIIa Inhibitor PCI-27483|PCI-27483
C88325	Anti-IL-1 alpha Monoclonal Antibody MABp1	Anti-IL-1 Alpha Monoclonal Antibody|Anti-IL-1 alpha Monoclonal Antibody MABp1|Anti-IL-1 alpha Monoclonal Antibody MABp1|Anti-IL1a Monoclonal Antibody|MABp1|Xilonix
C88326	Tipapkinogene Sovacivec	HPV16 E6/E7-encoding MVA Vaccine TG4001|MVA-HPV-IL2|MVA-HPV16E6/E7-IL2|R3484|RG3484|RO5217790|TG 4001|TG-4001|TG4001|Tipapkinogene Sovacivec|Tipapkinogene Sovacivec
C88327	Anti-ICAM-1 Monoclonal Antibody BI-505	Anti-ICAM-1 Monoclonal Antibody BI-505|Anti-ICAM-1 Monoclonal Antibody BI-505|BI-505
C88328	Litronesib	"KF89617|LITRONESIB|LY2523355|Litronesib|Litronesib|Propanamide, N-[4-(2,2-dimethyl-1-oxopropyl)-5-[[[[2-(ethylamino)ethyl]sulfonyl] amino]methyl]-4,5-dihydro-5-phenyl-1,3,4-thiadiazol-2-yl]-2,2-dimethyl-, (-)-"
C88329	Vistusertib	"AZD 2014|AZD-2014|AZD2014|Benzamide, 3-(2,4-Bis((3S)-3-methyl-4-morpholinyl)pyrido(2,3-d)pyrimidin-7-yl)-N-methyl-|VISTUSERTIB|Vistusertib|Vistusertib"
C88330	Ad5-yCD/mutTK(SR39)rep-ADP	Ad5-yCD/mutTK(SR39)rep-ADP|Ad5-yCD/mutTK(SR39)rep-ADP
C88333	Gamma-Secretase Inhibitor RO4929097	Gamma-Secretase Inhibitor RO4929097|Gamma-Secretase Inhibitor RO4929097|R04929097|RO4929097|RO4929097
C88335	Archexin	ARCHEXIN|Akt-1 Antisense Oligonucleotide RX-0201|Archexin|RX-0201
C88336	Holmium Ho 166 Poly(L-Lactic Acid) Microspheres	Holmium Ho 166 Poly(L-Lactic Acid) Microspheres|Holmium-166 PLA Microspheres
C88337	Smoothened Antagonist LDE225 Topical	LDE225|Smoothened Antagonist LDE225 Topical
C88338	Vascular Disrupting Agent BNC105P	BNC105P|Vascular Disrupting Agent BNC105P|Vascular Disrupting Agent BNC105P
C88339	Carbon C-14 Dacomitinib	Carbon C 14 PF-00299804|Carbon C-14 Dacomitinib|[14C]PF-00299804
C88342	CpG Oligodeoxynucleotide GNKG168	CpG ODN GNKG168|CpG Oligodeoxynucleotide GNKG168|CpG Oligodeoxynucleotide GNKG168|GNKG-168|GNKG-168|GNKG168
C88344	Tetraphenyl Chlorin Disulfonate	Amphinex|Disulfonated Tetraphenylchlorin|TPCS2a|Tetraphenyl Chlorin Disulfonate
C88345	Dopamine-Somatostatin Chimeric Molecule BIM-23A760	BIM-23A760|Dopamine-Somatostatin Chimeric Molecule BIM-23A760
C88346	FAK Inhibitor GSK2256098	FAK Inhibitor GSK2256098|Focal Adhesion Kinase Inhibitor GSK2256098|GSK2256098
C884	Recombinant Thyroglobulin	Proloid|Recombinant Thyroglobulin|THYROGLOBULIN|Therapeutic TG|Thyroglobulin
C88638	Clivatuzumab	CLIVATUZUMAB|Clivatuzumab
C895	Chromomycin A3	"3B-O-(4-O-Acetyl-2,6-dideoxy-3-C-methyl-alpha-L-arabino-hexopyranosyl)-7-methylolivomycin D|Aburamycin B|Antibiotic 69895 A|Antibiotic B 599|Antibiotic from Streptomyces griseus|Antibiotic from Streptomyces griseus|CHROMOMYCIN A3|CHROMOMYCIN A3|Chromomycin A3|Olivomycin D, 3B-O-(4-O-Acetyl-2, 6-dideoxy-3-C-methyl-alpha-L-arabino-hexopyranosyl)-7-methyl- (9CI)|Olivomycin D, 3B-O-(4-O-acetyl-2, 6-dideoxy-3-C-methyl-.alpha.-L-arabino-hexopyranosyl)-7-methyl- (9CI)|TOYOMYCIN|Toyomycin"
C898	Recombinant Transforming Growth Factor-Beta	Bone-Derived Transforming Growth Factor|Recombinant Transforming Growth Factor-Beta|TGF-Beta|Therapeutic Milk Growth Factor|Therapeutic TGF B|Therapeutic TGF-Beta|rTGF-Beta
C900	Tretinoin	"(All-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic Acid|2,4,6,8-Nonatetraenoic acid, 3, 7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (all-E)-|ATRA|ATRA|Aberel|Aberel|Airol|Airol|Aknoten|Aknoten|All-trans Retinoic Acid|All-trans Vitamin A Acid|Avita|Avita|Cordes Vas|Dermairol|Dermairol|Epi-Aberel|Eudyna|Eudyna|Renova|Renova|Retin-A|Retin-A|Retin-A|Retin-A MICRO|Retin-A-Micro|Retinoic Acid|Retisol-A|Ro 5488|Stieva-A|Stieva-A Forte|TRETINOIN|Trans Retinoic Acid|Trans Vitamin A Acid|Tretinoin|Tretinoin|Tretinoin|Tretinoin|Tretinoinum|Vesanoid|Vesanoid|Vitamin A Acid|Vitamin A acid|Vitamin A acid, all-trans-|Vitinoin|all trans-Retinoic acid|all-trans retinoic acid|all-trans-Retinoic acid|all-trans-Vitamin A acid|beta-Retinoic Acid|retinoic acid|trans-Retinoic Acid|trans-Retinoic acid|tretinoin|vitamin A acid"
C90291	PI3Ka/mTOR Inhibitor PKI-179	PI3Ka/mTOR Inhibitor PKI-179|PKI-179|PKI-179
C903	Triaziquone	TRIAZIQUONE|Triaziquone|Triaziquone
C90495	Elliptinium	"9-Hydroxy-2,5,11-trimethyl-6H-pyrido[4,3-b]carbazolium|9-Hydroxy-2-methylellipticinium|ELLIPTINIUM|Elliptinium|N-2-Methyl-9-hydroxyellipticinium|NMHE"
C905	Trifluridine	2'-Deoxy-5-trifluoromethyluridine|F3TdR|TRIFLURIDINE|Triflorothymidine|Trifluridine|Trifluridine
C90532	Ensituximab	Anti-CPAA Monoclonal Antibody NPC-1C|Anti-Colorectal and Pancreatic Carcinoma-Associated Antigen Monoclonal Antibody NPC-1C|ENSITUXIMAB|Ensituximab|Ensituximab|NPC-1C
C90534	Protein Stabilized Liposomal Docetaxel Nanoparticles	ATI-1123|Protein Stabilized Liposomal Docetaxel Nanoparticles|Protein Stabilized Liposomal Docetaxel Nanoparticles
C90537	Plasmid Encoding Antiangiogenic Metargidin Peptide	AMEP|Peptide AMEP|Plasmid Encoding Antiangiogenic Metargidin Peptide
C90539	DM-CHOC-PEN	4-Demethylcholesteryloxycarbonylpenclomedine|DM-CHOC-PEN|DM-CHOC-PEN
C90540	Allogeneic GM-CSF-Based Myeloma Cell Vaccine	Allogeneic GM-CSF-Based Myeloma Cell Vaccine|Allogeneic GM-CSF-Based Myeloma Cell Vaccine|Allogeneic Granulocyte Macrophage Colony-Stimulating Factor-Based Myeloma Cellular Vaccine
C90541	Briciclib Sodium	"2-Methoxy-5-(((2-(2,4,6-trimethoxyphenyl)ethenyl)sulfonyl)methyl)phenyl Disodium Phosphate|BRICICLIB SODIUM|Briciclib Sodium|Briciclib Sodium|ON 013105|Phenol, 2-Methoxy-5-((((1E)-2-(2,4,6-trimethoxyphenyl)ethenyl)sulfonyl)methyl)-, 1-(Dihydrogen Phosphate), Sodium Salt (1:2)"
C90542	Adenovirus-p53 Transduced Dendritic Cell Vaccine	Adenovirus-p53 Transduced Dendritic Cell Vaccine|Adenovirus-p53 Transduced Dendritic Cell Vaccine|Dendritic Cell-P53
C90543	DCR Ligand-Bearing Liposome-Encapsulated Melanoma Antigens Vaccine	DCR Ligand-Bearing Liposome-Encapsulated Melanoma Antigens Vaccine|Dendritic Cell Receptor Ligand-Bearing Liposome-Encapsulated Melanoma Antigens Vaccine|Lipovaxin-MM
C90544	Fluorouracil Implant	Fluorouracil Implant|Sinofuan
C90545	OPCs/Green Tea/Spirullina/Curcumin/Antrodia Camphorate/Fermented Soymilk Extract Capsule	MB-6|OPCs/Green Tea/Spirullina/Curcumin/Antrodia Camphorate/Fermented Soymilk Extract Capsule|Oligomeric Proanthocyanidins/Green Tea/Spirullina/Curcumin/Antrodia Camphorate/Fermented Soymilk Extract Capsule
C90546	Darleukin	Darleukin|L19-IL2|L19-IL2 Monoclonal Antibody-Cytokine Fusion Protein
C90547	Lactoferrin-derived Lytic Peptide LTX-315	LTX-315|Lactoferrin-derived Lytic Peptide LTX-315|Oncopore
C90548	Sapanisertib	INK-128|INK128|MLN-0128|MLN0128|SAPANISERTIB|Sapanisertib|Sapanisertib|TAK-228
C90551	Anti-EGP-2 Immunotoxin MOC31-PE	Anti-EGP-2 Immunotoxin MOC31-PE|Anti-Epithelial Glycoprotein-2 Immunotoxin MOC31-PE|MOC31-PE
C90552	bi-shRNA-Furin/GM-CSF-Expressing Autologous Tumor Cell Vaccine	FANG Vaccine|Vigil|bi-shRNA-Furin and Granulocyte Macrophage Colony Stimulating Factor Augmented Autologous Tumor Cell Vaccine|bi-shRNA-Furin/GM-CSF-Expressing Autologous Tumor Cell Vaccine|bi-shRNA-Furin/GM-CSF-Expressing Autologous Tumor Cell Vaccine
C90553	Multikinase Inhibitor 4SC-203	4SC-203|Multikinase Inhibitor 4SC-203
C90554	Mipsagargin	G-202|MIPSAGARGIN|Mipsagargin|Mipsagargin
C90555	CEA/Tetanus Toxoid T Helper Epitope Fusion Protein-Expressing DNA Plasmid Vaccine	CEA/Tetanus Toxoid T Helper Epitope Fusion Protein-Expressing DNA Plasmid Vaccine|tetwtCEA DNA
C90556	Carbon C 14 Ombrabulin	Carbon C 14 Ombrabulin|[14C]-AVE8062
C90557	Eg5 Kinesin-Related Motor Protein Inhibitor 4SC-205	Eg5 Kinesin Inhibitor 4SC-205|Eg5 Kinesin-Related Motor Protein Inhibitor 4SC-205|SC-205
C90558	ALVAC-ESO-1 Vaccine	ALVAC-ESO-1 Vaccine
C90559	NY-ESO-1 Reactive TCR Retroviral Vector Transduced Autologous PBL	Anti-NY-ESO-1 TCR Retroviral Vector Transduced Autologous PBL|NY-ESO-1 Reactive TCR Retroviral Vector Transduced Autologous PBL|NY-ESO-1 Reactive TCR Retroviral Vector Transduced Autologous PBL
C90562	Antibody-like CD95 Receptor/Fc-fusion Protein CAN-008	APG-101|APG101|Antibody-like CD95 Receptor/Fc-fusion Protein CAN-008|CAN-008|CAN008|CD95-Fc Fusion Protein CAN008|Fas-Fc Fusion Protein CAN008
C90563	Oncolytic HSV-1 rRp450	Oncolytic HSV-1 rRp450|Oncolytic HSV-1 rRp450|rRp450
C90564	Capmatinib	"2-Fluoro-N-methyl-4-(7-(quinolin-6-ylmethyl)imidazo[1,2-b][1,2,4]triazin-2-yl)benzamide|CAPMATINIB|Capmatinib|Capmatinib|INC-280|INC280|INCB 28060|INCB028060|INCB28060"
C90565	Buparlisib	BKM120|BUPARLISIB|Buparlisib|Buparlisib|PI3K Inhibitor BKM120
C90566	HLA-A*2402-Restricted URLC10-CDCA1-KIF20A Multipeptide Vaccine	HLA-A*2402-Restricted URLC10-CDCA1-KIF20A Multipeptide Vaccine
C90567	Parsatuzumab	Anti-Epidermal Growth Factor-like Domain 7 Monoclonal Antibody MEGF0444A|MEGF 0444A|MEGF0444A|PARSATUZUMAB|Parsatuzumab|Parsatuzumab|RG 7414|RG7414
C90568	HLA-A*2402-Restricted CDCA1-KIF20A Multipeptide Vaccine	HLA-A*2402-Restricted CDCA1-KIF20A Multipeptide Vaccine
C90569	HLA-A2-Binding TYR/MART-1/gp100 Multipeptide-Pulsed Autologous Dendritic Cell Vaccine	HLA-A2-Binding TYR/MART-1/gp100 Multipeptide-Pulsed Autologous Dendritic Cell Vaccine
C90570	HLA-A1-Binding MAGE-1/MAGE-3 Multipeptide-Pulsed Autologous Dendritic Cell Vaccine	HLA-A1-Binding MAGE-1/MAGE-3 Multipeptide-Pulsed Autologous Dendritic Cell Vaccine
C90571	Autologous Melanoma Lysate-Pulsed Autologous Dendritic Cell Vaccine	Autologous Melanoma Lysate-Pulsed Autologous Dendritic Cell Vaccine|Autologous Melanoma Lysate-Pulsed Autologous Dendritic Cell Vaccine
C90572	Autologous Melanoma Lysate/KLH-Pulsed Autologous Dendritic Cell Vaccine	Autologous Melanoma Lysate/KLH-Pulsed Autologous Dendritic Cell Vaccine
C90573	JAK2 Inhibitor XL019	JAK2 Inhibitor XL019|JAK2 Inhibitor XL019|XL019
C90574	IAP Inhibitor AT-406	"AT-406|AT-406|IAP Inhibitor AT-406|IAP Inhibitor AT-406|Pyrrolo(1,2-a)(1,5)diazocine-8-carboxamide, n-((1,1'-biphenyl)-2-ylmethyl)decahydro-5-(((2s)-2-(methylamino)-1-oxopropyl)amino)-3-(3-methyl-1-oxobutyl)-6-oxo-, (5s,8s,10ar)|SM-406"
C90577	Allogeneic IL13-Zetakine/HyTK-Expressing-Glucocorticoid Resistant Cytotoxic T Lymphocytes GRm13Z40-2	Allogeneic IL13-Zetakine/HyTK-Expressing-Glucocorticoid Resistant Cytotoxic T Lymphocytes GRm13Z40-2|GRm13Z40-2
C90578	Isatuximab	"Hu 38SB19|ISATUXIMAB|Immunoglobulin G1, Anti-(Human CD38 Antigen) (Human-mus musculus Monoclonal HU38SB19 Heavy Chain), Disulfide with Human-mus musculus Monoclonal HU38SB19 Light Chain, Dimer|Isatuximab|Isatuximab|SAR 650984|SAR650984"
C90579	Anti-HER2 Monoclonal Antibody CT-P6	Anti-HER2 Monoclonal Antibody CT-P6|CT-P06|CT-P6
C90581	Akt Inhibitor MK2206	"1,2,4-Triazolo(3,4-f)(1,6)naphthyridin-3(2H)-one, 8-(4-(1-aminocyclobutyl)phenyl)-9-phenyl-|Akt Inhibitor MK2206|Akt Inhibitor MK2206|Akt inhibitor MK2206|MK 2206|MK-2206|MK2206|MK2206"
C90582	Orteronel	"6-((7S)-7-hydroxy-6,7-dihydro-5h-pyrrolo(1,2-c)imidazol-7-yl)-N-methyl-2-naphthalenecarboxamide|Androgen Synthesis Inhibitor TAK-700|CYP17A1 Lyase Inhibitor TAK-700|ORTERONEL|Orteronel|Orteronel|TAK-700"
C90583	Anti-A33 Monoclonal Antibody KRN330	Anti-A33 Monoclonal Antibody KRN330|Anti-A33 Monoclonal Antibody KRN330|KRN330
C90585	Aurora A Kinase Inhibitor MK5108	Aurora A Kinase Inhibitor MK5108|Aurora A Kinase Inhibitor MK5108|MK 5108|MK-5108|MK-5108|MK5108
C90586	Oleandrin	Oleandrin|Oleandrin|PBI-05204
C90588	STAT3 Inhibitor OPB-31121	OPB-31121|STAT3 Inhibitor OPB-31121|STAT3 Inhibitor OPB-31121
C90589	EGFR/HER2 Kinase Inhibitor TAK-285	EGFR/HER2 Kinase Inhibitor TAK-285|EGFR/HER2 Kinase Inhibitor TAK-285|TAK-285
C90590	Anti-CD20 Monoclonal Antibody PRO131921	Anti-CD20 Monoclonal Antibody PRO131921|Anti-CD20 Monoclonal Antibody PRO131921|PRO131921
C90591	c-Met Inhibitor MK2461	MK2461|c-Met Inhibitor MK2461
C90592	Amolimogene Bepiplasmid	"Amolimogene|Amolimogene Bepiplasmid|Amolimogene Bepiplasmid|Bacterially Derived DNA and Microparticles Made of Poly(D,L-lactide-co-glydolide)|DNA (synthetic Plasmid p3kDRalphaHPV16-18)|ZYC101a"
C90593	Idarubicin-Eluting Beads	Idarubicin-Eluting Beads
C90594	Topoisomerase I Inhibitor LMP400	LMP400|LMP400|Topoisomerase I Inhibitor LMP400|Topoisomerase I Inhibitor LMP400
C90595	Topoisomerase I Inhibitor LMP776	LMP776|LMP776|Topoisomerase I Inhibitor LMP776|Topoisomerase I Inhibitor LMP776
C90623	Lometrexol Sodium	LOMETREXOL SODIUM|LY264618 Disodium|Lometrexol Sodium
C90633	Mirabegron	"2-(2-Aminothiazol-4-yl)-N-[4-(2-{[(2R)-2-hydroxy-2-phenylethyl]amino}ethyl)phenyl] Acetamide|4-Thiazoleacetamide, 2-Amino-N-(4-(2-(((2R)-2-hydroxy-2-phenylethyl)amino)ethyl)phenyl)-|Betanis|MIRABEGRON|Mirabegron|Myrbetriq|YM-178|YM178"
C90746	Teglarinad	"Pyridinium, 4-[[[[6-(4-chlorophenoxy)hexyl]amino](cyanoamino)methylene]amino]-1-(3-oxo-2,4,7,10,13,16-hexaoxaheptadec-1-yl)-|TEGLARINAD|Teglarinad"
C91068	Hsp90 Inhibitor SNX-5422 Mesylate	Hsp90 Inhibitor SNX-5422 Mesylate|Hsp90 Inhibitor SNX-5422 Mesylate|SNX-5422|SNX-5422 MESYLATE|SNX-5422 Mesylate|SNX-5422 mesylate
C91072	Ipatasertib	"(2S)-2-(4-chlorophenyl)-1-(4-((5r,7r)-7-hydroxy-5-methyl-6,7-dihydro-5h-cyclopenta(d)pyrimidin-4-yl)piperazin-1-yl(-3-((propan-2-yl)amino)propan-1-one|GDC-0068|IPATASERTIB|Ipatasertib|Ipatasertib|RG-7440"
C91073	Ascrinvacumab	ASCRINVACUMAB|Anti-Activin Receptor-like Kinase 1 Monoclonal Antibody PF-03446962|Ascrinvacumab|Ascrinvacumab|PF-03446962
C91074	Oxaliplatin-Encapsulated Transferrin-Conjugated N-glutaryl Phosphatidylethanolamine Liposome	MBP-426|Oxaliplatin-Encapsulated Tf-Conjugated NGPE-Liposome|Oxaliplatin-Encapsulated Transferrin-Conjugated N-glutaryl Phosphatidylethanolamine Liposome|Oxaliplatin-Encapsulated Transferrin-Conjugated N-glutaryl Phosphatidylethanolamine Liposome
C91076	MVA-EBNA1/LMP2 Vaccine	MVA-EBNA1/LMP2 Vaccine
C91077	Therapeutic Breast/Ovarian/Prostate Peptide Cancer Vaccine DPX-0907	DPX-0907|Therapeutic Breast/Ovarian/Prostate Peptide Cancer Vaccine DPX-0907|Therapeutic Breast/Ovarian/Prostate Peptide Cancer Vaccine DPX-0907
C91078	Ublituximab	LFB-R603|TG-1101|TG-20|TGTX-1101|UBLITUXIMAB|Ublituximab|Ublituximab
C91079	Smac Mimetic LCL161	LCL161|Smac Mimetic LCL161|Smac Mimetic LCL161
C91080	CENP-E Inhibitor GSK-923295	CENP-E Inhibitor GSK-923295|CENP-E Inhibitor GSK-923295|Centromere-Associated Protein E Inhibitor GSK-923295|GSK-923295
C91081	Aurora B/C Kinase Inhibitor GSK1070916A	Aurora B/C Kinase Inhibitor GSK1070916A|GSK1070916A
C91082	Maitake Mushroom Extract	Maitake Mushroom Extract|Maitake Mushroom Extract
C91083	Uracil Ointment	Uracil Ointment
C91086	Milatuzumab-Doxorubicin Antibody-Drug Conjugate IMMU-110	IMMU-110|IMMU-110|Milatuzumab-Doxorubicin Antibody-Drug Conjugate IMMU-110|Milatuzumab-Doxorubicin Antibody-Drug Conjugate IMMU-110|hLL1-DOX
C91087	Docetaxel-PNP	Docetaxel-PNP|PNP-DTX
C91088	Autologous IL-21-Modulated CD8+ MART1-Specific T Cells	Autologous IL-21-Modulated CD8+ MART1-Specific T Cells
C91089	Smoothened Antagonist LEQ506	LEQ506|Smoothened Antagonist LEQ506|Smoothened Antagonist LEQ506
C91090	Carboxyamidotriazole Orotate	"1,2,3-Carboxyamido-triazole Orotate|CTO|Carboxyamidotriazole Orotate|Carboxyamidotriazole Orotate"
C91091	Anti-HER2-CAR Autologous CMV-Specific Cytotoxic T-Lymphocytes	Anti-HER2-CAR Autologous CMV-Specific Cytotoxic T-Lymphocytes|Anti-HER2-CAR Autologous CMV-Specific Cytotoxic T-Lymphocytes
C91092	Anti-Melanin Monoclonal Antibody PTI-6D2	Anti-Melanin Monoclonal Antibody PTI-6D2|PTI-6D2
C91093	Anti-CD123 Monoclonal Antibody CSL360	Anti-CD123 Monoclonal Antibody CSL360|CSL360
